"logFC","AveExpr","t","P.Value","adj.P.Val","B","Probe_ID","SYMBOL","GENENAME","ENTREZID","Direction"
2.25841,8.76156,16.6581263508569,5.87710293268997e-06,0.000256138607787667,4.8017737753951,"8124397","H1-2","H1.2 linker histone, cluster member","3006","Upregulated"
1.560975,8.86978833333333,16.6342328739531,5.92337542166655e-06,0.000257567152089733,4.79319129452547,"8178435","IER3","immediate early response 3","8870","Upregulated"
1.83202,5.63580666666667,16.6312723569891,5.92913860652095e-06,0.000257567152089733,4.79212694143791,"7931930","PRKCQ","protein kinase C theta","5588","Upregulated"
-1.77185,12.1049666666667,-16.6292459222373,5.93308723467056e-06,0.000257567152089733,4.79139828590208,"8180349","TPM4","tropomyosin 4","7171","Downregulated"
1.600855,8.38133666666667,16.6135595097907,5.96375805511133e-06,0.000258467426930951,4.78575454288035,"7972840","TUBGCP3","tubulin gamma complex component 3","10426","Upregulated"
2.52278,7.38875333333333,16.605970823666,5.97866276069067e-06,0.000258467426930951,4.7830221447815,"8020779","DSG2","desmoglein 2","1829","Upregulated"
1.75592,8.187005,16.6050997227356,5.9803764664294e-06,0.000258467426930951,4.78270840670929,"8008754","RAD51C","RAD51 paralog C","5889","Upregulated"
-1.81644,9.91405166666667,-16.6028144010709,5.98487509877056e-06,0.000258467426930951,4.78188523322469,"8088958","GBE1","1,4-alpha-glucan branching enzyme 1","2632","Downregulated"
-1.792525,10.730325,-16.5884186144358,6.01330478503247e-06,0.000258528968144564,4.77669700753465,"8041383","LTBP1","latent transforming growth factor beta binding protein 1","4052","Downregulated"
-3.403095,6.26504166666667,-16.5862946157188,6.01751282885957e-06,0.000258528968144564,4.77593110263757,"8141950","RELN","reelin","5649","Downregulated"
2.05148,8.80076333333333,16.585818565381,6.01845645007528e-06,0.000258528968144564,4.77575942615439,"7940147","FAM111B","FAM111 trypsin like peptidase B","374393","Upregulated"
-3.124675,7.211595,-16.5814991021956,6.02702640034759e-06,0.000258528968144564,4.77420146517916,"8094134","USP17L25","ubiquitin specific peptidase 17 like family member 25","728373","Downregulated"
1.73871,7.93518666666667,16.574158947935,6.04162245465301e-06,0.000258528968144564,4.77155296836399,"7914433","ADGRB2","adhesion G protein-coupled receptor B2","576","Upregulated"
-3.23867,6.91365,-16.5726441697118,6.04463979925336e-06,0.000258528968144564,4.77100624136193,"7912692","HSPB7","heat shock protein family B (small) member 7","27129","Downregulated"
3.37806,5.884355,16.5713745921809,6.04717008526668e-06,0.000258528968144564,4.77054797212669,"8059878","DRC11","dynein regulatory complex subunit 11","79781","Upregulated"
2.05116,6.80324166666667,16.570750303979,6.04841475762427e-06,0.000258528968144564,4.77032261369352,"7900438","ZFP69B","ZFP69 zinc finger protein B","65243","Upregulated"
1.75896,10.63013,16.5529423326461,6.0840466177026e-06,0.000259605419011454,4.76389028728153,"8149955","PBK","PDZ binding kinase","55872","Upregulated"
2.098295,7.28685666666667,16.550380840571,6.08919218692211e-06,0.000259605419011454,4.76296443977302,"8099132","CYTL1","cytokine like 1","54360","Upregulated"
-1.82867,6.75422166666667,-16.5388181967123,6.11248325196688e-06,0.000260265159642892,4.75878318382576,"7968417","FRY","FRY microtubule binding protein","10129","Downregulated"
1.90872,9.27757833333333,16.5240378059816,6.14240877574072e-06,0.000261205344835043,4.75343366682019,"8017283","INTS2","integrator complex subunit 2","57508","Upregulated"
-2.670165,6.36399,-16.5077188874157,6.17564979838882e-06,0.000262283943031827,4.74752121262053,"8157487","PAPPA","pappalysin 1","5069","Downregulated"
-1.624095,8.30481666666667,-16.5023835142674,6.18656363939669e-06,0.000262412750956677,4.74558678215892,"8164200","ANGPTL2","angiopoietin like 2","23452","Downregulated"
-3.65921,3.67078166666667,-16.4715580609299,6.25006524130916e-06,0.000264502929419194,4.73439706396931,"7976814","SNORD114-2","small nucleolar RNA, C/D box 114-2","767578","Downregulated"
-3.677575,6.72387833333333,-16.4707556045116,6.25172854770416e-06,0.000264502929419194,4.73410546416452,"7925452","GREM2","gremlin 2, DAN family BMP antagonist","64388","Downregulated"
-1.883995,8.81764666666667,-16.4612121514183,6.27154990416413e-06,0.000265004818729636,4.730636333711,"8090433","MGLL","monoglyceride lipase","11343","Downregulated"
-1.854345,9.30225833333333,-16.4551880777553,6.28409972889643e-06,0.000265088182023314,4.72844539578891,"7913450","HSPG2","heparan sulfate proteoglycan 2","3339","Downregulated"
-1.540015,7.10443333333333,-16.4526263817086,6.28944540944884e-06,0.000265088182023314,4.72751344847618,"8125234","TNXB","tenascin XB","7148","Downregulated"
-2.023595,9.10503333333333,-16.4289725180499,6.33905933349199e-06,0.000266841540616034,4.71890064409541,"8112803","LHFPL2","LHFPL tetraspan subfamily member 2","10184","Downregulated"
2.387425,8.56769,16.4213937099876,6.35505318430045e-06,0.000267177027623298,4.71613819210519,"8017262","BRIP1","BRCA1 interacting DNA helicase 1","83990","Upregulated"
1.921235,5.44426166666667,16.4082081816584,6.38299242893177e-06,0.00026801323947811,4.71132878375943,"8083471","ARHGEF26","Rho guanine nucleotide exchange factor 26","26084","Upregulated"
2.453265,9.57518833333333,16.400541429848,6.39930420814894e-06,0.00026835973831075,4.70853040057891,"8072926","H1-0","H1.0 linker histone","3005","Upregulated"
1.639295,6.5425,16.387902576506,6.42630183888911e-06,0.000269152921169171,4.70391406511259,"8152962","DNAAF11","dynein axonemal assembly factor 11","23639","Upregulated"
-1.708635,8.69610833333333,-16.3801894317334,6.44284360381863e-06,0.000269237700595138,4.70109493025316,"8122099","ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1","5167","Downregulated"
-2.1375,6.96688,-16.3794193322276,6.44449792396687e-06,0.000269237700595138,4.70081338119416,"7950042","SHANK2","SH3 and multiple ankyrin repeat domains 2","22941","Downregulated"
2.054255,9.18789,16.3656351477964,6.47419368383257e-06,0.000270070347556976,4.69577142349864,"7901123","NASP","nuclear autoantigenic sperm protein","4678","Upregulated"
2.380455,6.29327666666667,16.3626480337961,6.48065013959286e-06,0.000270070347556976,4.69467818993058,"8134351","PPP1R9A","protein phosphatase 1 regulatory subunit 9A","55607","Upregulated"
2.486825,6.88025833333333,16.3493693658271,6.50944298642671e-06,0.000270931153898813,4.68981578061784,"8131600","TSPAN13","tetraspanin 13","27075","Upregulated"
1.96421,7.16213166666667,16.3449585581429,6.51904046291618e-06,0.000270991873025868,4.68819966786185,"7978838","DNAAF2","dynein axonemal assembly factor 2","55172","Upregulated"
1.53467,8.78923,16.3395761588277,6.53077459074974e-06,0.000271141149062586,4.6862269202523,"8060988","BTBD3","BTB domain containing 3","22903","Upregulated"
-1.56063,8.94314166666667,-16.3147033590732,6.58532343290401e-06,0.000272867507912361,4.677101361264,"7966003","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2","55198","Downregulated"
-3.293915,5.40827,-16.3131508387226,6.58874602401232e-06,0.000272867507912361,4.67653125503732,"7926786","APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein","54518","Downregulated"
-1.687995,9.17943166666667,-16.2972390363076,6.62394513680505e-06,0.000273984473565463,4.67068481313813,"8042468","ANXA4","annexin A4","307","Downregulated"
2.05709,7.19211,16.290494219491,6.6389323508658e-06,0.000274263685467467,4.6682046987068,"7924029","LAMB3","laminin subunit beta 3","3914","Upregulated"
1.868465,9.84182166666667,16.2840846853899,6.65321154232343e-06,0.000274512992223969,4.66584683171919,"7990020","ANP32A","acidic nuclear phosphoprotein 32 family member A","8125","Upregulated"
-2.171875,7.00164,-16.2768748973694,6.6693167518119e-06,0.000274836930550843,4.6631933662835,"8083968","NLGN1","neuroligin 1","22871","Downregulated"
1.934595,7.64395666666667,16.2679458935945,6.68932596939449e-06,0.000275320750065424,4.65990538929864,"8016832","MMD","monocyte to macrophage differentiation associated","23531","Upregulated"
1.87326,10.96183,16.2623918750305,6.70180773589667e-06,0.000275493940965619,4.65785920908604,"8106986","RHOBTB3","Rho related BTB domain containing 3","22836","Upregulated"
1.785695,8.431425,16.2518318005039,6.72561547910095e-06,0.000276131712216553,4.65396662356898,"8101648","HSD17B11","hydroxysteroid 17-beta dehydrogenase 11","51170","Upregulated"
3.548975,4.68408333333333,16.2368601677815,6.75953988242594e-06,0.000277182757961991,4.64844315028637,"7947156","MUC15","mucin 15, cell surface associated","143662","Upregulated"
-2.63066,6.388925,-16.227774743937,6.7802248176232e-06,0.000277688986165313,4.64508856473111,"8053648","KRCC1","lysine rich coiled-coil 1","51315","Downregulated"
-2.05594,8.51678833333333,-16.2233726997167,6.7902738053288e-06,0.000277758902820679,4.6434624742113,"8132860","EGFR","epidermal growth factor receptor","1956","Downregulated"
2.486775,6.01143666666667,16.2070606726838,6.82766400386933e-06,0.000278945678940904,4.63743270899405,"8122756","PLEKHG1","pleckstrin homology and RhoGEF domain containing G1","57480","Upregulated"
-2.02667,8.20947833333333,-16.1822927786177,6.88490083533841e-06,0.000280600527248494,4.62826457063207,"7958019","DRAM1","DNA damage regulated autophagy modulator 1","55332","Downregulated"
1.964815,9.97603166666667,16.1822399163742,6.88502359858304e-06,0.000280600527248494,4.62824498669057,"7924603","LBR","lamin B receptor","3930","Upregulated"
2.52977,9.56267833333333,16.1753875183634,6.90095891379992e-06,0.000280906147864054,4.62570578038806,"7964271","PRIM1","DNA primase subunit 1","5557","Upregulated"
-3.08313,7.41276,-16.1631113281348,6.92961595431938e-06,0.000281434373422292,4.62115381882523,"8177232","KDM5D","lysine demethylase 5D","8284","Downregulated"
2.298475,4.82448833333333,16.1565793712671,6.94492095221845e-06,0.000281434373422292,4.61873026172673,"8139699","LINC01446","long intergenic non-protein coding RNA 1446","401337","Upregulated"
1.758415,8.353035,16.1557820654922,6.94679183803854e-06,0.000281434373422292,4.61843436371962,"7933010","PARD3","par-3 family cell polarity regulator","56288","Upregulated"
-2.162025,9.53571166666667,-16.1553760904473,6.94774469030616e-06,0.000281434373422292,4.61828369119399,"7970329","GAS6","growth arrest specific 6","2621","Downregulated"
-2.59228,6.64046333333333,-16.1424545656145,6.97815292161751e-06,0.000282322670511663,4.61348587640991,"8019622","TMEM106A","transmembrane protein 106A","113277","Downregulated"
-2.5643,8.74974333333333,-16.1354318042413,6.99474526137394e-06,0.000282650525446563,4.61087654365736,"8040792","EMILIN1","elastin microfibril interfacer 1","11117","Downregulated"
-3.687135,6.68764833333333,-16.1264761614505,7.01597171671241e-06,0.000283164618486513,4.60754724899339,"8165808","XG","Xg glycoprotein (Xg blood group)","7499","Downregulated"
-2.168245,5.11092166666667,-16.1162048964603,7.04040980528691e-06,0.000283664012614016,4.60372639020765,"8117429","H2BC10","H2B clustered histone 10","8346","Downregulated"
-1.58025,12.3901,-16.1141195520865,7.04538362110073e-06,0.000283664012614016,4.60295032922609,"7995681","MMP2","matrix metallopeptidase 2","4313","Downregulated"
-2.03773,7.86109,-16.0996663067585,7.07997033501682e-06,0.000284196082755311,4.59756855055405,"8063458","DOK5","docking protein 5","55816","Downregulated"
1.95032,8.77388166666667,16.0995160236033,7.08033101163867e-06,0.000284196082755311,4.59751256386087,"7975203","PALS1","protein associated with LIN7 1, MAGUK p55 family member","64398","Upregulated"
-2.666495,6.45885833333333,-16.0948587856916,7.091519014428e-06,0.000284196082755311,4.5957772683996,"8047738","NRP2","neuropilin 2","8828","Downregulated"
1.77396,8.59599166666667,16.0943512858028,7.09273942906758e-06,0.000284196082755311,4.59558814002397,"8153021","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","6482","Upregulated"
-1.6108,8.33163666666667,-16.083211476273,7.11959032693618e-06,0.000284929085475954,4.59143506903815,"8080781","PXK","PX domain containing serine/threonine kinase like","54899","Downregulated"
-1.68095,11.2923166666667,-16.0550004513505,7.18812562132434e-06,0.000287326553197163,4.58090362255451,"8041447","CRIM1","cysteine rich transmembrane BMP regulator 1","51232","Downregulated"
2.953135,8.381665,16.016330095496,7.28333603519492e-06,0.000290530474495144,4.56643490425198,"7925500","CHML","CHM like Rab escort protein","1122","Upregulated"
1.74951,8.57620666666667,16.0153655155847,7.28572983161983e-06,0.000290530474495144,4.56607351693527,"8107356","DCP2","decapping mRNA 2","167227","Upregulated"
1.60015,9.495005,16.0066928475338,7.30729440643695e-06,0.000291041844319535,4.5628231734198,"7979931","MED6","mediator complex subunit 6","10001","Upregulated"
-1.7937,8.549155,-15.990831421295,7.34692839656194e-06,0.000292158830345925,4.55687367970327,"8013159","TOM1L2","target of myb1 like 2 membrane trafficking protein","146691","Downregulated"
-1.568345,9.62116666666667,-15.9867705791975,7.35711612028267e-06,0.000292158830345925,4.55534946095049,"8091778","SCARNA7","small Cajal body-specific RNA 7","677767","Downregulated"
-4.223885,6.957455,-15.9838976987873,7.36433355913544e-06,0.000292158830345925,4.55427088456168,"8138689","SKAP2","src kinase associated phosphoprotein 2","8935","Downregulated"
-1.54556,8.17654333333333,-15.9814711040155,7.37043630028462e-06,0.000292158830345925,4.55335969504762,"8112865","SERINC5","serine incorporator 5","256987","Downregulated"
-2.34784,6.66814166666667,-15.9779181290049,7.37938255784316e-06,0.000292165637370397,4.55202527752031,"8122222","PDE7B","phosphodiesterase 7B","27115","Downregulated"
-2.89339,6.18428166666667,-15.9632445570322,7.41646565866077e-06,0.000292992895362515,4.54651080270823,"8027260","ZNF486","zinc finger protein 486","90649","Downregulated"
-2.19155,8.25294666666667,-15.9626882734175,7.41787580834912e-06,0.000292992895362515,4.54630163764193,"8094301","SLIT2","slit guidance ligand 2","9353","Downregulated"
1.815425,7.12525666666667,15.9494504948294,7.45152613712395e-06,0.000293950100203626,4.54132184206184,"7950391","PGM2L1","phosphoglucomutase 2 like 1","283209","Upregulated"
-1.836185,7.285415,-15.9410714831171,7.47291833874017e-06,0.000293950100203626,4.53816750421344,"8151816","GEM","GTP binding protein overexpressed in skeletal muscle","2669","Downregulated"
2.442345,8.87910666666667,15.9384696333571,7.47957573865751e-06,0.000293950100203626,4.53718765391252,"8145570","ESCO2","establishment of sister chromatid cohesion N-acetyltransferase 2","157570","Upregulated"
1.898515,7.4703,15.9374273617217,7.48224457519069e-06,0.000293950100203626,4.53679508831151,"8044882","EPB41L5","erythrocyte membrane protein band 4.1 like 5","57669","Upregulated"
1.63861,7.97886,15.935863707928,7.48625056229315e-06,0.000293950100203626,4.53620609494107,"8158771","AIF1L","allograft inflammatory factor 1 like","83543","Upregulated"
2.356055,6.87982666666667,15.9269894002119,7.5090338633148e-06,0.000294448865285812,4.53286215510552,"7932765","MPP7","MAGUK p55 scaffold protein 7","143098","Upregulated"
-1.88402,9.69891,-15.9195675897921,7.52815078075079e-06,0.000294448865285812,4.53006398204502,"7921344",NA,NA,NA,"Downregulated"
-1.62481,6.13805166666667,-15.9163067213412,7.53656814766117e-06,0.000294448865285812,4.52883412154847,"7936835","CPXM2","carboxypeptidase X, M14 family member 2","119587","Downregulated"
-1.80311,7.98691833333333,-15.9137058749929,7.54328972039344e-06,0.000294448865285812,4.52785299753219,"8115543","EBF1","EBF transcription factor 1","1879","Downregulated"
2.49412,8.028915,15.9123157258901,7.54688528477315e-06,0.000294448865285812,4.52732851673914,"8148501","PTP4A3","protein tyrosine phosphatase 4A3","11156","Upregulated"
-2.282915,7.19003666666667,-15.9082879261954,7.55731441573094e-06,0.000294448865285812,4.52580861270509,"8089011","PROS1","protein S","5627","Downregulated"
2.499755,6.45688,15.9062790848304,7.56252222005826e-06,0.000294448865285812,4.52505041372148,"8022380","CEP76","centrosomal protein 76","79959","Upregulated"
1.670965,9.00930166666667,15.9014186149146,7.57514018159679e-06,0.000294448865285812,4.52321549261075,"8040712","CENPA","centromere protein A","1058","Upregulated"
1.766155,7.547475,15.900110265247,7.57854093611859e-06,0.000294448865285812,4.52272146161493,"8027793","LSR","lipolysis stimulated lipoprotein receptor","51599","Upregulated"
2.13545,6.09065833333333,15.8835495691425,7.62174229885836e-06,0.000295539521789271,4.51646435807516,"8050537","MATN3","matrilin 3","4148","Upregulated"
1.913015,8.74460166666667,15.8825481166029,7.62436403330581e-06,0.000295539521789271,4.51608575425066,"7950544","THAP12","THAP domain containing 12","5612","Upregulated"
1.774395,7.52395666666667,15.8667238976475,7.66593192735797e-06,0.000296805273703765,4.51009990125775,"7959025","RNFT2","ring finger protein, transmembrane 2","84900","Upregulated"
2.03389,9.00549166666667,15.8496197809679,7.71116211406198e-06,0.000298209715344857,4.50362262838903,"8031999","PLPP2","phospholipid phosphatase 2","8612","Upregulated"
-1.5588,11.3088333333333,-15.8396860561397,7.73757500103282e-06,0.000298856992610763,4.49985728642666,"8115234","ANXA6","annexin A6","309","Downregulated"
1.550255,8.73695166666667,15.8365293019063,7.74599080462021e-06,0.000298856992610763,4.49866019537265,"7926319","SUV39H2","SUV39H2 histone lysine methyltransferase","79723","Upregulated"
-1.654335,8.7173,-15.8323406948569,7.75717412395862e-06,0.000298856992610763,4.49707141089532,"7989501","CA12","carbonic anhydrase 12","771","Downregulated"
1.65525,11.11425,15.8298618238673,7.76380150188635e-06,0.000298856992610763,4.49613093383603,"8068898","H2BP1","H2B histone pseudogene 1","337875","Upregulated"
-1.755325,8.30115833333333,-15.8238854609096,7.77980699712618e-06,0.000299127290511906,4.49386286250881,"7912537","DHRS3","dehydrogenase/reductase 3","9249","Downregulated"
2.129965,7.95292833333333,15.8149087327514,7.80392087350723e-06,0.00029953485361513,4.49045439033859,"7933821","RHOBTB1","Rho related BTB domain containing 1","9886","Upregulated"
-2.155835,6.96606666666667,-15.8104179738741,7.81601723724544e-06,0.00029953485361513,4.48874845977091,"8004184","XAF1","XIAP associated factor 1","54739","Downregulated"
-1.480565,10.4981116666667,-15.806784157847,7.82582147738545e-06,0.00029953485361513,4.48736767751004,"7907830","QSOX1","quiescin sulfhydryl oxidase 1","5768","Downregulated"
1.683455,6.93783,15.8065734417537,7.82639044493987e-06,0.00029953485361513,4.48728759880057,"7975095","PLEKHG3","pleckstrin homology and RhoGEF domain containing G3","26030","Upregulated"
2.01263,6.44225333333333,15.798161967502,7.84914258304902e-06,0.000300060735462438,4.48409003245821,"8099218","PPP2R2C","protein phosphatase 2 regulatory subunit Bgamma","5522","Upregulated"
-1.67199,8.88041333333333,-15.7939039186055,7.86068981140631e-06,0.000300157555791739,4.48247066160178,"8022283","PIEZO2","piezo type mechanosensitive ion channel component 2","63895","Downregulated"
1.483795,9.10860333333333,15.7901408059518,7.87091148107057e-06,0.000300203596317533,4.48103912618772,"7910997","EXO1","exonuclease 1","9156","Upregulated"
-2.018255,8.56278333333333,-15.7671610330788,7.93367138666527e-06,0.000302251094006629,4.47228932348121,"8083569","TIPARP","TCDD inducible poly(ADP-ribose) polymerase","25976","Downregulated"
-3.29213,5.21215833333333,-15.7556780990909,7.96525285687778e-06,0.000303071759760167,4.4679119052695,"7951271","MMP1","matrix metallopeptidase 1","4312","Downregulated"
1.816625,8.45684666666667,15.7523500597878,7.97443357855706e-06,0.000303071759760167,4.46664257667097,"7953812","PHC1","polyhomeotic homolog 1","1911","Upregulated"
-2.189535,8.10358833333333,-15.7494228207796,7.98251894493998e-06,0.000303071759760167,4.46552587559498,"8137404","CHPF2","chondroitin polymerizing factor 2","54480","Downregulated"
1.922465,6.79530833333333,15.739927092133,8.00881369045289e-06,0.000303723769306389,4.46190184331389,"8120279","LRRC1","leucine rich repeat containing 1","55227","Upregulated"
1.987205,5.318665,15.729636100087,8.03742574637032e-06,0.000304462076310458,4.45797163317217,"8051864","C1GALT1C1L","C1GALT1 specific chaperone 1 like","728819","Upregulated"
1.65724,9.85909166666667,15.7182653073467,8.06917992521418e-06,0.000305317595420291,4.45362580926545,"7927108","BMS1","BMS1 ribosome biogenesis factor","9790","Upregulated"
-1.95637,7.08353833333333,-15.7134049789079,8.08279793227079e-06,0.000305485723894234,4.45176719615436,"8020551","LAMA3","laminin subunit alpha 3","3909","Downregulated"
-1.49948,10.10528,-15.6676832417808,8.21223665714045e-06,0.000309765170694082,4.43425255846232,"8180377","MXRA7","matrix remodeling associated 7","439921","Downregulated"
1.792065,7.58373833333333,15.6650762732753,8.21969020482119e-06,0.000309765170694082,4.43325224556407,"7966026","NUAK1","NUAK family kinase 1","9891","Upregulated"
-2.35104,8.10417333333333,-15.6635923521079,8.22393641750212e-06,0.000309765170694082,4.43268277397766,"8138442","TWIST1","twist family bHLH transcription factor 1","7291","Downregulated"
2.78526,6.87753666666667,15.6496681699926,8.26390617035272e-06,0.000310735703255584,4.42733637570332,"8167650","EZHIP","EZH inhibitory protein","340602","Upregulated"
1.86679,7.55844833333333,15.6481188973731,8.26836751312272e-06,0.000310735703255584,4.42674119225549,"8148124","MTBP","MDM2 binding protein","27085","Upregulated"
-1.64414999999999,10.8580333333333,-15.6361286529782,8.30299104732606e-06,0.000311685110375215,4.42213275571612,"8135955","CALU","calumenin","813","Downregulated"
-1.733435,5.92407666666667,-15.6314940301105,8.31641986435677e-06,0.000311837648900324,4.42035042308493,"7954293","PDE3A","phosphodiesterase 3A","5139","Downregulated"
1.6142,8.67631166666667,15.6144735377774,8.36595643095541e-06,0.000313210992088503,4.41379997914068,"8008825","DHX40","DEAH-box helicase 40","79665","Upregulated"
1.710505,8.18418333333333,15.6115580531598,8.37447645841322e-06,0.000313210992088503,4.41267716479742,"8054297","CHST10","carbohydrate sulfotransferase 10","9486","Upregulated"
-1.57158,9.84500166666667,-15.6092374296653,8.3812653978093e-06,0.000313210992088503,4.41178328250124,"8132503","STK17A","serine/threonine kinase 17a","9263","Downregulated"
-1.855505,10.2538983333333,-15.6050777639089,8.3934506301943e-06,0.000313314714835852,4.41018066014544,"7933947","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4","26091","Downregulated"
3.683485,4.62271166666667,15.5753491251939,8.48114635488603e-06,0.000316233740401613,4.39871349766006,"8170076","SAGE1","sarcoma antigen 1","55511","Upregulated"
-1.95593,8.13952333333333,-15.570137279814,8.49663145754902e-06,0.000316456753514552,4.39670071638042,"7976698","EML1","EMAP like 1","2009","Downregulated"
-1.942225,7.33473333333333,-15.5576782823826,8.53378381732028e-06,0.00031703269533395,4.39188619117503,"8056792",NA,NA,NA,"Downregulated"
1.935825,9.77278166666667,15.5527205195654,8.54862084811778e-06,0.00031703269533395,4.38996921076879,"8145652","LEPROTL1","leptin receptor overlapping transcript like 1","23484","Upregulated"
2.214215,5.78381333333333,15.5515544213549,8.55211502144306e-06,0.00031703269533395,4.38951822893219,"8069668","CYYR1","cysteine and tyrosine rich 1","116159","Upregulated"
1.81983,9.07933333333333,15.5498469845171,8.5572343288889e-06,0.00031703269533395,4.38885782181925,"8041867","MSH2","mutS homolog 2","4436","Upregulated"
-1.8564,6.74695333333333,-15.547965917332,8.56287839584261e-06,0.00031703269533395,4.38813016714853,"8165947","WWC3","WWC family member 3","55841","Downregulated"
1.780255,6.35379333333333,15.5433474711245,8.57675444404841e-06,0.00031703269533395,4.38634320820113,"8081758","GRAMD1C","GRAM domain containing 1C","54762","Upregulated"
1.68585,7.02744833333333,15.5406169903316,8.58497057183765e-06,0.00031703269533395,4.3852864679244,"8043197","VAMP8","vesicle associated membrane protein 8","8673","Upregulated"
-1.772525,8.56499833333333,-15.5310855047083,8.61372385967169e-06,0.00031703269533395,4.38159606253154,"8122600","STXBP5","syntaxin binding protein 5","134957","Downregulated"
1.560325,6.81996666666667,15.5280288120754,8.62296885322636e-06,0.00031703269533395,4.38041205482928,"8155460","CNTNAP3B","contactin associated protein family member 3B","728577","Upregulated"
-2.44445,6.09439166666667,-15.5278476564189,8.62351712636822e-06,0.00031703269533395,4.38034187644714,"7904761","ITGA10","integrin subunit alpha 10","8515","Downregulated"
1.686615,7.06227166666667,15.5269408503557,8.62626221915999e-06,0.00031703269533395,4.3799905731453,"8161288","CNTNAP3B","contactin associated protein family member 3B","728577","Upregulated"
-1.99961,8.10872333333333,-15.5240780244783,8.63493534320577e-06,0.00031703269533395,4.37888134864864,"8121949","LAMA2","laminin subunit alpha 2","3908","Downregulated"
1.665685,5.48121166666667,15.523015469463,8.63815703516785e-06,0.00031703269533395,4.37846959733738,"8175263","PLAC1","placenta enriched 1","10761","Upregulated"
1.88122,7.491005,15.517391969738,8.65523118199501e-06,0.00031703269533395,4.37628992688648,"7986822","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3","2562","Upregulated"
1.61025,9.81966666666667,15.5155026956285,8.6609763288665e-06,0.00031703269533395,4.37555745295659,"8040365","TRIB2","tribbles pseudokinase 2","28951","Upregulated"
-1.5902,11.0703166666667,-15.5143313743823,8.66454048539687e-06,0.00031703269533395,4.37510328208442,"8110022","ATP6V0E1","ATPase H+ transporting V0 subunit e1","8992","Downregulated"
-2.69587,6.68181666666667,-15.5105422810998,8.67608195706041e-06,0.00031703269533395,4.37363383750579,"8124537","H3C12","H3 clustered histone 12","8356","Downregulated"
-1.79028,9.280725,-15.5081167543281,8.68347953703223e-06,0.00031703269533395,4.37269299370432,"7993478","ABCC1","ATP binding cassette subfamily C member 1 (ABCC1 blood group)","4363","Downregulated"
1.51666,8.95804333333333,15.5030899574537,8.69883432962446e-06,0.000317245439949075,4.37074263278928,"7951752","USP28","ubiquitin specific peptidase 28","57646","Upregulated"
2.856275,5.91453666666667,15.4983197639948,8.7134348473448e-06,0.000317357257501545,4.36889120337986,"7932214","ACBD7","acyl-CoA binding domain containing 7","414149","Upregulated"
1.858175,9.15879166666667,15.4958640244981,8.7209625676161e-06,0.000317357257501545,4.36793783162043,"8145624","EXTL3","exostosin like glycosyltransferase 3","2137","Upregulated"
4.663195,5.47758,15.4917799483351,8.73349866982267e-06,0.000317400070149926,4.36635194429121,"8099760","ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","116984","Upregulated"
-2.416555,5.80748833333333,-15.4886714027902,8.74305458215907e-06,0.000317400070149926,4.36514456398514,"8131803","IL6","interleukin 6","3569","Downregulated"
1.770985,6.24419833333333,15.4860578407785,8.75109839493269e-06,0.000317400070149926,4.36412923711904,"8068397",NA,NA,NA,"Upregulated"
-2.36709,6.65321833333333,-15.483081732357,8.7602686268367e-06,0.000317400070149926,4.3629728425323,"8007483","TMEM106A","transmembrane protein 106A","113277","Downregulated"
-1.7459,8.92395666666667,-15.4774301294085,8.77771394733029e-06,0.000317686457939409,4.36077620205752,"8022531","NPC1","NPC intracellular cholesterol transporter 1","4864","Downregulated"
2.294325,9.11027,15.4648353430845,8.81673865431667e-06,0.000318752385421045,4.35587781331076,"8013042","KRT17P2","keratin 17 pseudogene 2","339241","Upregulated"
2.338115,4.818855,15.4470200486654,8.87228807891422e-06,0.000320412772411721,4.34894173163631,"8141846","FBXL13","F-box and leucine rich repeat protein 13","222235","Upregulated"
1.512855,4.17841833333333,15.4422934815256,8.88709490380549e-06,0.000320596836613162,4.34710008108988,"7907749","TDRD5","tudor domain containing 5","163589","Upregulated"
-1.52514,4.22597666666667,-15.4365741822067,8.90505052482186e-06,0.000320596836613162,4.34487081479354,"7892585",NA,NA,NA,"Downregulated"
-1.514435,6.916875,-15.4361862258756,8.90627005037014e-06,0.000320596836613162,4.34471956520656,"8144047","PAXIP1","PAX interacting protein 1","22976","Downregulated"
1.584815,9.82677666666667,15.4266846394031,8.93619933072518e-06,0.000321326813299305,4.34101397939065,"8041592","EML4","EMAP like 4","27436","Upregulated"
1.589045,8.18233666666667,15.4226448503757,8.9489601945476e-06,0.000321438541098006,4.33943773329225,"7904907","BCL9","BCL9 transcription coactivator","607","Upregulated"
1.616575,10.3978366666667,15.4102387931107,8.98828258006524e-06,0.000322230035611455,4.33459436258652,"7926609","COMMD3-BMI1","COMMD3-BMI1 readthrough","100532731","Upregulated"
-1.476435,9.75899333333333,-15.4095881168015,8.99035057461757e-06,0.000322230035611455,4.33434022066244,"8094609","FAM114A1","family with sequence similarity 114 member A1","92689","Downregulated"
