"logFC","AveExpr","t","P.Value","adj.P.Val","B"
-3.49427,6.64763833333333,-19.160683647755,2.73097564759013e-06,0.000350200638131335,5.67871948617341
2.292365,5.310285,19.1561220665906,2.73454563216347e-06,0.000350200638131335,5.67735960386505
-3.40798,7.84238,-19.1330187740197,2.75271135157563e-06,0.000351176359668251,5.67046616714499
2.85584,9.42313666666667,19.1163679649328,2.76589173706302e-06,0.000351511057896899,5.66549180101925
1.822165,7.83212333333333,19.0596858917417,2.81132038039104e-06,0.000353349090625844,5.64851927718894
1.95942,6.78688833333333,19.0594151417596,2.81153947583759e-06,0.000353349090625844,5.64843806061444
-2.270515,4.81489166666667,-19.0586107050673,2.81219055818388e-06,0.000353349090625844,5.64819674648169
2.38318,7.25442833333333,19.0114432174979,2.85067852539605e-06,0.000356838506992904,5.63402615548997
2.1732,9.62605333333333,18.976706805579,2.8794198308624e-06,0.000359086300030807,5.6235633538601
-2.81118,7.15871666666667,-18.9610105791226,2.8925189166597e-06,0.000359373889432903,5.61882805611225
-1.78981,8.85017333333333,-18.9244041016819,2.92334200009563e-06,0.000361853228911466,5.60776626766068
2.203215,7.162005,18.9111195867775,2.93462324908573e-06,0.00036190426046225,5.60374562179216
-1.81205,10.9036233333333,-18.8849473967843,2.9569990849968e-06,0.000362180471342474,5.5958145721974
-2.02947,7.19908166666667,-18.8830633999382,2.9586175392724e-06,0.000362180471342474,5.59524315252911
-1.870355,10.4607316666667,-18.834137749457,3.00101485024814e-06,0.000365870019911935,5.58038007865343
-2.47,7.75927166666667,-18.8230375097288,3.0107332629327e-06,0.000365870019911935,5.57700154678796
-2.274125,7.96432166666667,-18.7625047974523,3.06438717641312e-06,0.000369440799135482,5.55853564835106
2.198365,7.273525,18.7541615298378,3.07187028427492e-06,0.000369440799135482,5.55598492383109
-2.055195,3.86807,-18.7524555301458,3.07340305014051e-06,0.000369440799135482,5.55546319522015
2.26456,9.53398,18.7247905966216,3.0983849260805e-06,0.000371104039150008,5.54699482479215
3.192825,7.29512333333333,18.7038889339523,3.11741810866925e-06,0.000372045414926022,5.54058685894904
-3.436,7.27052666666667,-18.624414408091,3.19105618049375e-06,0.000378373779525022,5.51614396105146
